,0
4300,An Empirical Comparison of Machine Learning Models for Time Series Forecasting
4301,Security Evaluation of Support Vector Machines in Adversarial Environments
4302,Undermining an Anomaly-Based Intrusion Detection System Using Common Exploits
4303,Matplotlib: A 2D Graphics Environment
4304,Optim: A mathematical optimization package for Julia
4305,Certified Robustness to Adversarial Examples with Differential Privacy
4306,Privacy Preserving Data Mining
4307,"On lattices, learning with errors, random linear codes, and cryptography"
4308,Probability Inequalities for sums of Bounded Random Variables
4309,Stability and Generalization of Graph Convolutional Neural Networks
4310,An Introduction to Computational Learning Theory
4311,Decision Theoretic Generalizations of the PAC Model for Neural Net and Other Learning Applications
4312,"Noise-tolerant learning, the parity problem, and the statistical query model"
4313,Neural Network Learning - Theoretical Foundations
4314,The Boundary Between Privacy and Utility in Data Publishing
4315,Weakly learning DNF and characterizing statistical query learning using Fourier analysis
4316,A Statistical Framework for Differential Privacy
4317,Toward efficient agnostic learning
4318,Occam's razor for big data? On detecting quality in large unstructured datasets
4319,A Framework for High-Accuracy Privacy-Preserving Mining
4320,Bounds on the sample complexity for private learning and private data release
4321,Secure Human Identification Protocols
4322,Pyramidal implementation of the lucas kanade feature tracker
4323,Privacy via pseudorandom sketches
4324,"Efficient, Differentially Private Point Estimators"
4325,Algorithmic Stability and Sanity-Check Bounds for Leave-One-Out Cross-Validation
4326,Bounded-concurrent secure multi-party computation with a dishonest majority
4327,Almost-everywhere Algorithmic Stability and Generalization Error
4328,Stability of Randomized Learning Algorithms
4329,On using extended statistical queries to avoid membership queries
4330,A Sober Look at Clustering Stability
4331,Generalization bounds for averaged classifiers
4332,Distribution-free performance bounds for potential function rules
4333,"Randomized Response, Statistical Disclosure Control and Misclassification: a Review"
4334,What Can We Learn Privately?
4335,On the design and quantification of privacy preserving data mining algorithms
4336,A Measure of Asymptotic Efficiency for Tests of a Hypothesis Based on the sum of Observations
4337,MobileNets: Efficient Convolutional Neural Networks for Mobile Vision Applications
4338,Substituting Lectures with Interactive Teaching in OBGYN Clerkship: Integrating Hands-on Learning with Theory
4339,Trimmomatic: a flexible trimmer for Illumina sequence data
4340,On Privacy-Preserving Search in the Encrypted Domain
4341,Hiding informative association rule sets
4342,RRreg: An R package for correlation and regression analyses of randomized response data
4343,"Advances in cryptology--ASIACRYPT 2001 : 7th International Conference on the Theory and Application of Cryptology and Information Security, Gold Coast, Australia, December 9-13, 2001 : proceedings"
4344,A Differentially Private Stochastic Gradient Descent Algorithm for Multiparty Classification
4345,Differentially private distributed logistic regression using private and public data
4346,Certified Robustness to Adversarial Examples with Differential Privacy
4347,Privacy-preserving data publishing: A survey of recent developments
4348,Crowd-ML: A Privacy-Preserving Learning Framework for a Crowd of Smart Devices
4349,Identifying suspicious URLs: an application of large-scale online learning
4350,More Efficient Constant-Round Multi-Party Computation from BMR and SHE
4351,"Bias, Variance , And Arcing Classifiers"
4352,Human Activity Recognition on Smartphones Using a Multiclass Hardware-Friendly Support Vector Machine
4353,"Automata, Languages and Programming, 33rd International Colloquium, ICALP 2006, Venice, Italy, July 10-14, 2006, Proceedings, Part II"
4354,A Survey of Privacy-Preservation of Graphs and Social Networks
4355,Virtual Adversarial Training: A Regularization Method for Supervised and Semi-Supervised Learning
4356,A method for obtaining digital signatures and public-key cryptosystems
4357,An improved algorithm for computing logarithms over GF(p) and its cryptographic significance (Corresp.)
4358,An Improved Algorithm for Computing Logarithms over GP(p) and Its Cryptographic Significance
4359,Efficient reducibility between programming systems (Preliminary Report)
4360,Analyzing the Effectiveness of Adversary Modeling in Security Games
4361,Security And Game Theory Algorithms Deployed Systems Lessons Learned
4362,"""A Game of Thrones"": When Human Behavior Models Compete in Repeated Stackelberg Security Games"
4363,Commitment Without Regrets: Online Learning in Stackelberg Security Games
4364,Learning Optimal Commitment to Overcome Insecurity
4365,Empirical Comparisons of Descriptive Multi-objective Adversary Models in Stackelberg Security Games
4366,Security Games with Protection Externalities
4367,Complexity of Computing Optimal Stackelberg Strategies in Security Resource Allocation Games
4368,Human Adversaries in Opportunistic Crime Security Games: Evaluating Competing Bounded Rationality Models
4369,Beware the Soothsayer: From Attack Prediction Accuracy to Predictive Reliability in Security Games
4370,Learning and Approximating the Optimal Strategy to Commit To
4371,Playing repeated Stackelberg games with unknown opponents
4372,Audit Games with Multiple Defender Resources
4373,Learning Cooperative Games
4374,Adaptive resource allocation for wildlife protection against illegal poachers
4375,Robust Protection of Fisheries with COmPASS
4376,ON CONVERGENCE OF STOCHASTIC PROCESSES
4377,"Entropy and ""-capacity of sets in func-tional spaces"
4378,Distance-Based Classification with Lipschitz Functions
4379,Leader-follower strategies for robotic patrolling in environments with arbitrary topologies
4380,Towards Addressing Challenges in Green Security Games in the Wild
4381,The art of computer programming: sorting and searching (volume 3)
4382,Volumes of Generalized Unit Balls
4383,A probabilistic interpretation of Eulerian numbers
4384,"Perfect vector sets, properly overlapping partitions, and largest empty box"
4385,Information Theory and Statistics.
4386,\OEuvres compl\`etes. \OEuvres romanesques (review)
4387,"The art of computer programming, volume 3: (2nd ed.) sorting and searching"
4388,Private traits and attributes are predictable from digital records of human behavior
4389,Implementing Anti-discrimination Policies in Statistical Profiling Models
4390,Is the Road to Disparate Impact Paved With Good Intentions? -- Stuck on State of Mind in Antidiscrimination Law
4391,"California Law Review : The Right to Privacy Revisited: Privacy, News, and Social Change, 1890–1990"
4392,Left ventricular myocardial deformation in Takotsubo syndrome: a cardiovascular magnetic resonance myocardial feature tracking study
4393,Essays in labor and experimental economics with a focus on crime and discrimination
4394,Adversarial classification: An adversarial risk analysis approach
4395,Learning nonstationary models of normal network traffic for detecting novel attacks
4396,Certified Robustness to Adversarial Examples with Differential Privacy
4397,The impact of CYP2C9 and VKORC1 genetic polymorphism and patient characteristics upon warfarin dose requirements: proposal for a new dosing regimen.
4398,A pharmacogenetic versus a clinical algorithm for warfarin dosing.
4399,"A Genome-Wide Association Study Confirms VKORC1, CYP2C9, and CYP4F2 as Principal Genetic Determinants of Warfarin Dose"
4400,On the rationale of maximum-entropy methods
4401,A Simple Generalisation of the Area Under the ROC Curve for Multiple Class Classification Problems
4402,The cost of privacy: destruction of data-mining utility in anonymized data publishing
4403,The disclosure of diagnosis codes can breach research participants' privacy
4404,Anonymization of electronic medical records for validating genome-wide association studies
4405,"Genotypes of the cytochrome p450 isoform, CYP2C9, and the vitamin K epoxide reductase complex subunit 1 conjointly determine stable warfarin dose: a prospective study"
4406,Pharmacogenetics of Warfarin in a Diverse Patient Population
4407,"Cost-effectiveness of warfarin: trial versus ""real-world"" stroke prevention in atrial fibrillation."
4408,Clinical Trial Simulation: A Review
4409,Optimizing Differential Identifiability Improves Connectome Predictive Modeling of Cognitive Deficits in Alzheimer\'s Disease
4410,The Promise of Differential Privacy: A Tutorial on Algorithmic Techniques
4411,The Power of Linear Reconstruction Attacks
4412,A Systems Approach to Designing Effective Clinical Trials Using Simulations
4413,"Myths and fallacies of ""Personally Identifiable Information"""
4414,Differentially Private M-Estimators
4415,Estimation of Treatment Effects from Combined Data: Identification versus Data Security
4416,Differential privacy for collaborative security
4417,A Practical Application of Differential Privacy to Personalized Online Advertising
4418,DWI-FLAIR mismatch for the identification of patients with acute ischaemic stroke within 4·5 h of symptom onset (PRE-FLAIR): a multicentre observational study
4419,Statistical design of personalized medicine interventions: The Clarification of Optimal Anticoagulation through Genetics (COAG) trial
4420,Differential Privacy
4421,Current Status of the International Normalized Ratio
4422,Reiterated Concerns and Further Challenges for Mindfulness and Meditation Research: A Reply to Davidson and Dahl
4423,Large and round ablation zones with microwave ablation: A preliminary study of an optimal aperiodic tri-slot coaxial antenna with the π-matching network section
