,0
2179,Mirror Natural Evolution Strategies
2180,Adaptive natural gradient learning algorithms for various stochastic models
2181,Feature Extraction Through LOCOCODE
2182,Riemannian metrics for neural networks I: feedforward networks
2183,Recurrent Neural Net Learning and Vanishing
2184,Statistical Theory of Learning Curves under Entropic Loss Criterion
2185,Topmoumoute Online Natural Gradient Algorithm
2186,Metric-Free Natural Gradient for Joint-Training of Boltzmann Machines
2187,A Natural Policy Gradient
2188,Scaling up Natural Gradient by Sparsely Factorizing the Inverse Fisher Matrix
2189,Iterative Scaled Trust-Region Learning in Krylov Subspaces via Pearlmutter's Implicit Sparse Hessian-Vector Multiply
2190,NATURAL GRADIENT LEARNING WITH A NONHOLONOMIC CONSTRAINT FOR BLIND DECONVOLUTION OF MULTIPLE CHANNELS
2191,Iterative Weighted Least Squares Algorithms for Neural Networks Classifiers
2192,"A Fast, Compact Approximation of the Exponential Function"
2193,Stochastic search using the natural gradient
2194,Improved Preconditioner for Hessian Free Optimization
2195,"On a Fast, Compact Approximation of the Exponential Function"
2196,Modeling of Moisture Test for Grain Based on BP Neural Network and Dielectric Loss Factor
2197,Differential-Geometrical Methods In Statistics
2198,Differential-geometrical methods in statistics
2199,High-Performance Neural Networks for Visual Object Classification
2200,Learned-Norm Pooling for Deep Feedforward and Recurrent Neural Networks
2201,Beyond spatial pyramids: Receptive field learning for pooled image features
2202,Discriminative Transfer Learning with Tree-based Priors
2203,Improving Deep Neural Networks with Probabilistic Maxout Units
2204,Signal recovery from Pooling Representations
2205,Hierarchical Neural Networks for Image Interpretation
2206,Compete to Compute
2207,Several important problems in concrete production
2208,Understanding deep convolutional networks
2209,On the Local Behavior of Spaces of Natural Images
2210,An Abstraction-Refinement Approach to Verification of Artificial Neural Networks
2211,Unsupervised learning of invariant representations
2212,Attentive Explanations: Justifying Decisions and Pointing to the Evidence
2213,Towards Verification of Artificial Neural Networks
2214,Principles of Risk Minimization for Learning Theory
2215,Towards Verified Artificial Intelligence
2216,ImageNet Large Scale Visual Recognition Challenge
2217,Reluplex: An Efficient SMT Solver for Verifying Deep Neural Networks
2218,Analisa Performa dan Pengembangan Sistem Deteksi Ras Anjing pada Gambar dengan Menggunakan Pre-Trained CNN Model
2219,Distributed Statistical Machine Learning in Adversarial Settings: Byzantine Gradient Descent
2220,A Geologic Time Scale 2004: CONCEPTS AND METHODS
2221,Applied Linear Statistical Models
2222,Directing students to profound open-book test preparation: The relationship between deep learning and open-book test time
2223,"Show, Attend, Control, and Justify: Interpretable Learning for Self-Driving Cars"
2224,"Deep learning with synthetic, temporal, and adversarial supervision"
2225,The Limitations of Deep Learning in Adversarial Settings
2226,Race-Ethnic Differences in Factors Associated with Inhaled Steroid Adherence Among Adults with Asthma
2227,Co-casting of Al and Al-foam
2228,Deep Reinforcement Learning with Double Q-Learning
2229,Temporal difference learning and TD-Gammon
2230,Actor-Critic Reinforcement Learning with Energy-Based Policies
2231,Reinforcement Learning with Factored States and Actions
2232,Residual Algorithms: Reinforcement Learning with Function Approximation
2233,New types of deep neural network learning for speech recognition and related applications: an overview
2234,A Neuroevolution Approach to General Atari Game Playing
2235,Toward Off-Policy Learning Control with Function Approximation
2236,Convergent Temporal-Difference Learning with Arbitrary Smooth Function Approximation
2237,Bayesian Learning of Recursively Factored Environments
2238,Why did TD-Gammon Work?
2239,Machine learning for aerial image labeling
2240,Sketch-Based Linear Value Function Approximation
2241,"Severe Outcomes Among Patients with Coronavirus Disease 2019 (COVID-19) - United States, February 12-March 16, 2020."
2242,Context-Dependent Pre-Trained Deep Neural Networks for Large-Vocabulary Speech Recognition
2243,Citizenship and Literacy Work: Thoughts Without a Conclusion
2244,"Convolutional networks for images, speech, and time series"
2245,Speech recognition with deep recurrent neural networks
2246,Reinforcement Learning: An Introduction
2247,Explaining and Harnessing Adversarial Examples
2248,CORR Insights®: Do External Supports Improve Dynamic Balance in Patients with Chronic Ankle Instability? A Network Meta-analysis.
2249,Feature Learning in Deep Neural Networks - Studies on Speech Recognition Tasks.
2250,The Kaldi Speech Recognition Toolkit
2251,Scalable Minimum Bayes Risk Training of Deep Neural Network Acoustic Models Using Distributed Hessian-free Optimization
2252,Sequence-discriminative training of deep neural networks
2253,The Importance of Encoding Versus Training with Sparse Coding and Vector Quantization
2254,Characterizing the sparseness of neural codes
2255,A Comparison of Natural-Image-Based Models of Simple-Cell Coding
2256,ALVINN: An Autonomous Land Vehicle in a Neural Network
2257,Trajectory planning for a four-wheel-steering vehicle
2258,rnn : Recurrent Library for Torch
2259,Optical character recognition for self-service banking
2260,Agile Autonomous Driving using End-to-End Deep Imitation Learning
2261,End to End Learning for Self-Driving Cars
2262,Three-branch and Mutil-scale learning for Fine-grained Image Recognition (TBMSL-Net)
2263,"Book Review: Hands-on Machine Learning with Scikit-Learn, Keras, and Tensorflow, 2nd edition by Aur\'elien G\'eron"
2264,Very deep multilingual convolutional neural networks for LVCSR
2265,Batch-normalized Maxout Network in Network
2266,Spatially-sparse convolutional neural networks
2267,Random Walk Initialization for Training Very Deep Feedforward Networks
2268,ESTIMATION OF MICROBIAL PROTEIN SUPPLY TO SHEEP AND CATTLE BASED ON URINARY EXCRETION OF PURINE DERIVATIVES - AN OVERVIEW OF THE TECHNICAL DETAILS
2269,Properties of the Katugampola fractional derivative with potential application in quantum mechanics
2270,Classifying the large-scale structure of the universe with deep neural networks
2271,ImageNet classification with deep convolutional neural networks
2272,Conditional Generative Adversarial Nets
2273,Image Aesthetic Prediction Model Based on Deep Convolutional Neural Network
2274,Learning to Detect and Classify Malicious Executables in the Wild
2275,Data mining methods for detection of new malicious executables
2276,The''echo state''approach to analysing and training recurrent neural networks
2277,Behavior-based Spyware Detection
2278,Fast virus detection by using high speed time delay neural networks
2279,A biologically inspired immune system for computers
2280,Bidirectional Long Short Term Memory based Recurrent Neural Networks for Air Quality Prediction: Case of Visakhapatnam
2281,Deep Sparse Rectifier Neural Networks
2282,Bidirectional recurrent neural networks
2283,Polymorphic Malware Detection Using Hierarchical Hidden Markov Model
2284,Absolute Speech Recognition with Periodic Neural Networks
2285,Investigation of densely connected convolutional networks with domain adversarial learning for noise robust speech recognition
2286,Theano: A CPU and GPU Math Compiler in Python
2287,Neural networks for computer virus recognition
2288,Improving malware detection by applying multi-inducer ensemble
2289,AUTOMATICALLY GENERATED WIN32 HEURISTIC VIRUS DETECTION
2290,Introduction to information retrieval
2291,IMAD: in-execution malware analysis and detection
2292,A Survey of Malware Detection Techniques
2293,Biologically Inspired Defenses Against Computer Viruses
2294,Experimental 3D coherent diffractive imaging from photon-sparse random projections
2295,Margin-constrained random projections and very sparse random projections
2296,Improving Random Projections Using Marginal Information
2297,Very sparse random projections
2298,"Christopher D. Manning, Prabhakar Raghavan, and Hinrich Sch\""utze: Introduction to information retrieval"
2299,Chronic systemic pesticide exposure reproduces features of Parkinson's disease
2300,Ageing and Parkinson's disease: substantia nigra regional selectivity.
2301,Aggregation of alpha-synuclein in Lewy bodies of sporadic Parkinson's disease and dementia with Lewy bodies.
2302,Exogenous α-Synuclein Fibrils Induce Lewy Body Pathology Leading to Synaptic Dysfunction and Neuron Death
2303,α-Synuclein strains cause distinct synucleinopathies after local and systemic administration
2304,Gut Microbiota Regulate Motor Deficits and Neuroinflammation in a Model of Parkinson’s Disease
2305,MDS clinical diagnostic criteria for Parkinson's disease
2306,Exogenous α-synuclein fibrils seed the formation of Lewy body-like intracellular inclusions in cultured cells
2307,Pathoanatomy of Parkinson’s disease
2308,Multi-organ distribution of phosphorylated α-synuclein histopathology in subjects with Lewy body disorders
2309,Direct evidence of Parkinson pathology spread from the gastrointestinal tract to the brain in rats
2310,A Hydrophobic Stretch of 12 Amino Acid Residues in the Middle of α-Synuclein Is Essential for Filament Assembly*
2311,Parkinson's disease: a dual‐hit hypothesis
2312,Pathological α-synuclein transmission initiated by binding lymphocyte-activation gene 3
